update,mean_rollout_reward,policy_loss,value_loss,entropy
1.0,-2.109072685241699,0.0007081314688548446,10.75343868136406,1.5123985648155212
2.0,-1.9254547357559204,0.0010070515563711524,9.477748608589172,1.535141944885254
3.0,-1.8227524757385254,-0.001326702258666046,8.32509924173355,1.428627935051918
4.0,-1.7960715293884277,0.004318490903824568,11.242011857032775,1.4558528006076812
5.0,-1.9987096786499023,-0.0005034348927438259,16.112544679641722,1.5989788800477982
6.0,-1.8717870712280273,0.0014546502847224475,7.194377762079239,1.4470683097839356
7.0,-1.7854335308074951,0.0006004928960464895,15.9007643699646,1.3996066242456435
8.0,-1.9471884965896606,0.0032980272779241206,7.175734841823578,1.4981083154678345
9.0,-1.7520898580551147,-0.0025395673786988483,17.440880298614502,1.5184006810188293
10.0,-1.9758821725845337,-0.0019775918452069165,19.250635838508607,1.5585822463035583
11.0,-1.501929759979248,-0.003682116325944662,3.0811511129140854,1.444419875741005
12.0,-1.743839979171753,-0.0026212507276795805,18.935881781578065,1.388273161649704
13.0,-1.4650591611862183,0.000291296310024336,3.2002726942300797,1.3457170337438584
14.0,-1.6809563636779785,-0.0006130107096396387,24.31187036037445,1.3992897301912308
15.0,-1.4131630659103394,0.002709511440480128,17.650202655792235,1.347712728381157
16.0,-1.4380872249603271,-0.003212225204333663,2.0600149661302565,1.276177078485489
17.0,-1.2334873676300049,-0.0008694133372046054,16.279057383537292,1.1197307735681534
18.0,-1.3582870960235596,-0.0038150090840645134,1.923736497759819,1.0314668118953705
19.0,-1.0814868211746216,0.0007805479690432549,15.65931408405304,1.0227633014321327
20.0,-1.1309947967529297,-0.0019571476412238555,10.980734848976136,0.9359574496746064
21.0,-1.1238024234771729,0.0015360913006588818,1.680848079919815,0.8977309465408325
22.0,-0.9752790331840515,-0.0009457875275984406,11.103471159934998,0.8661991268396377
23.0,-0.9610550999641418,0.0020897755050100384,1.629929745197296,0.8176471427083015
24.0,-0.8551873564720154,0.0004130067100049928,8.605945014953614,0.7766804844141006
25.0,-0.8998552560806274,-0.00016912604914978146,5.664356017112732,0.6994026243686676
26.0,-0.870803952217102,0.005796787538565695,1.3809967145323754,0.7715387493371964
27.0,-0.9812420606613159,0.0019065695989411325,5.329100465774536,0.6562181711196899
28.0,-0.9640446901321411,-0.0038809887249954046,1.6084186017513276,0.6137325540184975
29.0,-0.9609180688858032,-0.0027674235578160735,4.876480680704117,0.6040896520018577
30.0,-0.8577560186386108,-0.0024513822689186783,5.147512692213058,0.6541537150740624
31.0,-0.8362951874732971,-9.622608195059001e-05,1.2650676175951958,0.7031522274017334
32.0,-0.789339005947113,-0.0037698336120229213,4.126037353277207,0.621525140106678
33.0,-0.7991262078285217,-0.0010444468003697692,1.5372883811593057,0.6652706801891327
34.0,-0.8040188550949097,-0.0016965817951131612,2.67779056429863,0.6374504253268242
35.0,-0.9146474003791809,0.001230751519324258,2.9804160058498383,0.5416904710233211
36.0,-0.8725807666778564,-0.0049948321538977325,1.2848845303058625,0.6160176962614059
37.0,-0.7830617427825928,-0.0014261151780374348,2.8707962542772294,0.5354735523462295
38.0,-0.797549307346344,0.0015275528538040816,1.1331443071365357,0.5352707281708717
39.0,-0.8031118512153625,0.002484630257822573,2.5848583430051804,0.44322591423988345
40.0,-0.7957411408424377,-0.0008779092808254063,1.9187377601861955,0.40492630153894427
41.0,-0.7451642155647278,-0.001967010647058487,1.1034853532910347,0.503651263564825
42.0,-0.8147911429405212,0.0038918597740121184,2.280718570947647,0.42968818470835685
43.0,-0.7929602861404419,-0.0004656355828046799,1.27465308457613,0.47542323246598245
44.0,-0.671420693397522,-0.0031733623880427332,1.5408534079790115,0.49542960748076437
45.0,-0.804436981678009,-0.0038584497466217726,1.4392103910446168,0.37955787405371666
46.0,-0.7644191980361938,-0.005122535062673706,1.1584257617592812,0.4371843710541725
47.0,-0.6781722903251648,0.0028773669997463,1.3192502468824387,0.48091686218976976
48.0,-0.8087700009346008,-0.0014674008183646948,0.9708928823471069,0.3750417672097683
49.0,-0.7926310300827026,-0.004699459695257246,1.303088128566742,0.39624078795313833
50.0,-0.793390691280365,0.004668204608606175,1.4156816005706787,0.436371311545372
51.0,-0.754932701587677,0.00029484166007023307,0.9678258836269379,0.3902703747153282
52.0,-0.6407478451728821,0.000629168190062046,1.27070559412241,0.4336357645690441
53.0,-0.7893947958946228,0.0014561647280061153,1.0779018625617027,0.3794245794415474
54.0,-0.6830733418464661,-0.0011695851222611963,1.0227113202214242,0.37732001915574076
55.0,-0.6553499102592468,-0.001498031517257914,0.7663335412740707,0.354781561344862
56.0,-0.6606977581977844,-0.0017000012216158212,0.720281432569027,0.40827825739979745
57.0,-0.7965381741523743,0.00013643281999975443,1.1888016387820244,0.3503160886466503
58.0,-0.7615746259689331,0.0033320270187687127,0.9764167755842209,0.40602011829614637
59.0,-0.7378451824188232,0.0014234673813916742,1.071480578184128,0.38533503338694575
60.0,-0.8044546246528625,-0.0014192973263561725,1.0950001940131187,0.305968151986599
61.0,-0.7045018076896667,0.0039763304055668415,0.8015167728066445,0.3218256808817387
62.0,-0.6372169256210327,0.00041185662848874927,0.987572868168354,0.34891933426260946
63.0,-0.7192977666854858,0.002208038920070976,0.9458655655384064,0.3722996346652508
64.0,-0.7414054274559021,0.0006399169098585844,0.8541337415575981,0.36213033720850946
65.0,-0.7774699330329895,0.0016914241015911103,1.0939201831817627,0.35086703971028327
66.0,-0.661770761013031,0.0004216810397338122,0.8877575486898422,0.33656864911317824
67.0,-0.632081925868988,-0.000572214019484818,0.7358183428645134,0.34400834143161774
68.0,-0.7045045495033264,0.0018917609238997101,0.8342352777719497,0.298893241584301
69.0,-0.6464934349060059,0.0015645534731447697,0.7895686566829682,0.3544770009815693
70.0,-0.7599703073501587,-0.0025007751188240944,1.0094394251704215,0.2829853639006615
71.0,-0.6350494623184204,-0.0017488928860984743,0.6235961519181729,0.26567629128694537
72.0,-0.7530353665351868,-0.0024600275326520206,1.024815645813942,0.24958812966942787
73.0,-0.6447194218635559,0.0019495889428071678,0.6496747091412545,0.30410453006625177
74.0,-0.6792999505996704,-0.002445292612537742,0.7767603009939194,0.2676092706620693
75.0,-0.6467693448066711,0.0042468034545890985,0.7891408875584602,0.3033632468432188
76.0,-0.689871072769165,-0.0012208755360916257,0.8126426458358764,0.27956577874720095
77.0,-0.7112922072410583,-0.0021763253898825496,0.8692000433802605,0.28396705612540246
78.0,-0.6721436381340027,-0.0027574543259106577,0.7945864334702492,0.3438714683055878
79.0,-0.6711161136627197,0.0004851995385251939,0.6720268175005912,0.333653312176466
80.0,-0.6704277396202087,-0.0014997060876339673,0.7383483365178108,0.36847299337387085
81.0,-0.7053238153457642,-0.0002679129596799612,0.8693266227841377,0.36165652647614477
82.0,-0.7198839783668518,-0.004071240170742385,0.8665574386715889,0.265292451903224
83.0,-0.736737072467804,0.0016350694233551622,0.8104437232017517,0.25213457867503164
84.0,-0.6470233201980591,0.0018714369856752456,0.7042298644781113,0.32278351560235025
85.0,-0.7164369821548462,0.0007011674693785608,0.9256201148033142,0.2821857802569866
86.0,-0.6813364624977112,0.0018487432738766075,0.7925967574119568,0.28774570152163503
87.0,-0.6247390508651733,0.002429757345817052,0.6792481258511543,0.3119064003229141
88.0,-0.7312511801719666,-0.0006103708466980607,0.6415382459759712,0.2828269056975842
89.0,-0.5591180324554443,0.000885582237970084,0.5732766211032867,0.357618198543787
90.0,-0.6836175322532654,0.0034949719323776663,0.8092878416180611,0.2667701546102762
91.0,-0.6223954558372498,0.000266737153287977,0.5732904836535454,0.3000194612890482
92.0,-0.6389641165733337,-0.0018435278150718659,0.7853387296199799,0.3094352588057518
93.0,-0.7131736278533936,-0.0001289890962652862,0.6927169874310494,0.20578729286789893
94.0,-0.6004045605659485,0.000551656971219927,0.5285588875412941,0.28399162329733374
95.0,-0.6172126531600952,0.0017758985632099211,0.7167153432965279,0.29868107065558436
96.0,-0.6569983959197998,-0.004692622501170263,0.694205965101719,0.24727179519832135
97.0,-0.6519994735717773,0.0013558173668570817,0.6938394524157048,0.23967609219253064
98.0,-0.6264930367469788,0.0006250378908589482,0.5191690593957901,0.23172986023128034
99.0,-0.6335302591323853,-0.002145288308383897,0.5247642666101455,0.24280220679938794
100.0,-0.5475476980209351,0.0009514167788438499,0.5165387995541095,0.26298746801912787
